tweet,Label
"`  :<>>  :I fail to see the distinction.  Who better than legal scholars to define what the law is?  Moreover, my comments in re how legal scholars define the law were a response to your dubious assertion that law qua law can be defined as a ``decision process.``  That assertion has no place in the main law article.  :<>  :I disagree.  The enactment of a statute falls under the topic of legislation.  :<>  :These issues are not law qua law; they are topics which should be discussed under the ambit of particular legal topics, such as ``statutory interpretation`` or ``contracts,`` or related topics, such as ``sociology`` and ``political science.``  :<>  :Law qua law is first and foremost a body of knowledge:  The academic field to which you refer is the study of that body of knowledge, and should be considered as part and parcel of the discussion found in the main law article; the profession of law is the application of that body of knowledge, which should be discussed in the ``practice of law`` article.`",0
gets far more tendentious yet. ,0
"`  As a person who has done some of this activity, I say we use ``bioprospecting``. That is the word I've always used and heard. ``Bioprospection`` seems a bit pedantic to my ears. `",0
"It's great that we've found a new source of free information here, but these articles are obviously written for a turn-of-the-century Christian audienceand are, hence, of course, totally biased.  But Wikipedia articles are supposed to be written from the NeutralPointOfView.  I'm not sure what to do here, but if I were you, o anonymous uploader, I would stop uploading these articles and start editing the ones you've uploaded so that they are unbiased (or much less biased). LMS  ",0
"    :No, I really haven't heard of either one, at least not that I recall. I've heard of extreme positions, usually in a dismissive and ironic way, but don't really know their details. They really are on the fringe and not held by the majority of feminists. I've been involved with several feminist groups, usually working on local issues, but I am by no means a feminist scholar. I only have a general knowledge about feminism and especially how it is practice within NOW, of which I am a member. I don't follow the literature, for example.    I am truly committed to maintaining a npov, and I hope you are too. I'm not convinced of that, though. Please consider making an attempt to carefully state that the beliefs of certain subgroups of feminism are not necessarily beliefs feminists as a whole agree on. Readers will make their own judgement about which beliefs they buy and which they don't. It isn't up to us to steer them one way or another. And have a Happy Holiday! Dmerrill    ",0
"  I'd like the concepts of microevolution and macroevolution better related to the debate over evolution. Moreover, I think they are best used as terms that define the debate, rather than concepts in themselves to be disputed.    The theory of evolution, if it is indeed scientifically sound (and almost no one here doubts that), should be able to stand on its own merits without you all feeling you must defend it at every point.    The various articles which present alternatives to evolution, however outlandish or zany they seem to you scienntists, require merely a link or two each to the accepted science.      Ed Poor  ",0
"    I agree, the first one is simply wrong, and the other two are already covered. And I also agree that we have to start getting serious about the math. forumulation -) AxelBoldt",0
"    Yep, that's Twin cities from which this article originated.",0
"`      That's another relevant empirical question: if there really are millions of people who would be horribly offended by ``Christian mythology``, then perhaps it's justifiable to avoid the term even if it's otherwise a good term.  But if it's just a few oversensitive ninnies, and most reasonable people can come to accept the non-pejoritive use of the term if it's explained, then I see no reason to avoid it.  I rather like ``Scientific mythology`` personally, and wish it were restored.  LDC    `",0
    : This sounds right. Historians speak of these people at these times as Jews practiving Judaism. The rabbinic/pharisaic Judaism that was canonized in the Mishna (about 200 CE) is a compilation of teachings from about 200 years before the time of Jesus to about 150 years after. RK,0
"    Ummm. The article uses imperial measurements, not SI ones. Some translation is apparently in order. -) Anders Törlind",0
 See? I was right! ;-)    ,0
"  :I have checked the licenses, and it is public domain without restrictions. See http://www.tuxedo.org/~esr/jargon/html/index.html ",0
"` Changed Macedonia link to Macedon; ancients didn't call their land Macedonia, and the entry we have on ``Macedonia`` isn't useful for Alexander. Should probably have an article on Macedon, and take the one sentence about Alexander out of Macedonia, maybe with a ``see also.``   I don't particularly have a problem with Macedon/Macedonia, but don't the naming conventions suggest that articles be named based on their most popular usage, rather than their most correct usage (if there's a difference)?  Perhaps using Macedonia to refer to recent history and Macedon for ancient history would work (with ``see also`` back and forth)?  Blain   My native language is Greek and I can assure you that Macedon and Macedonia is the same thing. Macedonia is the ``modern`` way to say Macedon. Maybe you should change back the link to Macedonia from Macedon. If the article about Macedonia is not informative enough you could always change it.   Just a note about the relationship between Aristotle and Alexander. Those two were two different personalities and they used to clash a lot but Alexander did something that makes me wanter if their relationship was as bad as people think today. While he was invading Asia he would send to his teacher all new and interesting animals that he would incounter in his expedition because he knew that old Aristotle was almost obsessed with the classification of things. The result was that Aristotle formed a kind of a zoo back in Macedonia from the gifts of his student. Now, if young Alexander was so sick of his teacher why did he bother?    Good point.  I think Alexander was complicated enough that trying to determine who he liked and who he didn't (and which was safer) isn't all that easy.  He was known to treat his enemies rather well and to kill his friends when they ticked him off.  I think he might have respected Aristotle and just not wanted to spend time around him anymore.  Just a thought  Blain   The most recent edits to this article are very strange. Why change Egypt to ``Pgypt``??  Why delete the paragraphs that were deleted? Can someone give me a reality check on this? `",0
"`   :Incidentally, re naming conventions: the only convention I know of that would be relevent here is Wikipedia:Naming conventions (common names), which states ``Use the most common name of a person or thing that does not conflict with the names of other people or things.```",0
"`I removed ``from scratch``. In addition to your reasons, it just looks better without it.  02:04 Oct 14, 2002 (UTC)  `",0
"  ::I disagree. I would leave it out of the introductory part, since its population (which changes every census) is not nearly as fundamental as the fact that it is in a particular state, its county seat is whatever it is, andstuff like that. Also, if Wikipedia survives till 2010, someone will have to be careful to change it in both places!  BRG  ",0
"`  :::: You're onto something important, there. Even the liturgical renewal movement seems to have aesthetics and drama at the center of why traditional forms need to be recovered.  From bible-belt Passion plays to [ Hell House ], there is a definite tie-in with theater in modern ideas of ``church``.  I've visited evangelical churches that have nothing recognizably churchy about them - pure entertainment (movies, football games, mime, concerts, just about anything but rites or sermons) - and it's quite intentional; and I've heard that similar things are happening in trendy Roman catholic churches although I have no experience with that.  Personally, it's repugnant. But, it is fact that this is happening and, it's not a fringe phenomenon. `",0
"`I posted this to  because the timeline confused me too.  Hey, I tried to clean up the timeline at Vote so it was easier to read and realized I don't know what it's a timeline of. What does it mean when you include the qualifier ``to stand for elections?`` Does that mean in addition to the right to vote? What if the qualifier says ``right to vote``? Also, what is your source? Myanmar was called Burma in 1935, and the FYR of Macedonia did not exist in 1946. I'm pretty sure Croatia, Uzbekistan, Krygyrztan and Kazakhstan did not exist at the time they're on your list as well. What are you referring to? The US is on in 1920, so you're obviously not referring to universal suffrage. You need to explain exactly what this list is talking about, because I had assumed it was universal suffrage.  A timeline of the development of voting would be interesting (though it should probably be a separate article), but it needs to be clear at which stages the right was granted to which people (based on sex, race, age, criminal history, political status, etc).  19:26 Oct 21, 2002 (UTC)  `",0
"  :::I don't know where you got the idea that Mt. Airy's in 4 counties. It's only in two. Were you the one, Tokerboy, who added two counties to the two I'd listed when I put it into the Frederick County article?  BRG 10/22",0
`    Thanks for fixing the spelling error in ``propaganda``.  I can't believe I did that.  `,0
"  Ezra, you have got to be kidding with this page. You are taking one of many interpretations of Judaism and giving it sole legitimacy, often with simple rhetorical claims. Even within Orthodox circles many of the views you express are controversial at best (and often considered shtus). Please fix it up or I will do it myself, and I do know my stuff. ",0
"`  ::::: There's nothing particularly objectionable about this to me - however, how ``rough`` is the equivalence?  It seems to me that even on a Septuagint-centric view of the Old Testament, it matters that one believes the Septuagint is the Old Testament of Christianity when there is a difference on some point (and only then IMO).  In those cases, it can be pointed out as emphatically as one would like, that ``the Old Testament of Jesus and of the Apostles, was the Greek Septuagint; and the reason that matters in this case is because the Septuagint was translated to say yada-yada, whereas the Hebrew version is more ambiguous.``   `",0
"`  ::: Pointing out which word is used less than others seems unnecessary. It's not a competition. Each should be a stand alone article, each should be linked to and from the ``discrediting tactic`` article, and each should have basically the exact same wording (if they exist at all).   :::Besides, it would be hard to prove which one is used less. People that hate Bush will hear ``Bushism`` more, people that hate Gore will hear ``goreism`` more. If we surveyed the Wikipedia family, I think we'd hear from our fair share of both groups. -jazz77`",0
  :::Yet more:  Follow the whole thread if you like. mav,0
"  :Re: your question about Nieuwpoort. You are right that 'Nieuwpoort' could be translated as 'Newport'. However, I have never seen the city translated as such in English. Some Belgian cities are translated in other languages, others not. I suspect Nieuwpoort is not, and therefore needs not to be disambiguated (but I'm not 100% sure).  19:14 Dec 4, 2002 (UTC)",0
"  Hi Alex  Just thought I ought to mention that not ALL self-links are unwanted - you removed one in List of musical topics that was wanted and its presence was requested on the Talk page. I think there are a few in maths topics which make this clear - something to do with keeping an eye on updates? It's not clear to me how this whole issue works (in fact I thought I'd raise it in the village pump) some time, but thought I should mention it to you anway. Regards  11:33 Dec 26, 2002 (UTC)",0
"   Early Imperial, Mid-Imperial and Late Imperial China periodization is a way of periodization but not the only way. Supporters of Chinese Marxist interpretations might not agree with that. It's better to put under Periodization of Chinese_historiography so the History of China article will be as NPOV as possible. kt2",0
"    The references to the Congolese economy seem to be throwing you off. This should not be so. As I’ve said earlier, referring to Belgian atrocities in the Congo Free State without referring to surplus value, labor as a commodity and mass-production is like detailing the Holocaust without discussing anti-Semitism.",0
"`   I cut the following paragraph, which misleads people about biology: :A few points are worth clarifying about ``nature`` and ``nurture``. First, ``nature`` does not reduce to anything as simple as ``present at birth``. Height is thought to depend very extensively on genetics, for example, but one is not born adult-sized; one must slowly grow up.  The problem is clear in the example: height certainly does manifest itself over time as one ages.  But insofar as height has a ``natural`` component, it is' present at birth in the genome.  It is just that whatever genes code for height do not manifest themselves immediately.  But they are there at birth.  The real problem with using height as an example of something that is ``nature`` but not immediately manifest at birth is that height is of course determined by ``nature`` and'' ``nurture,`` or, if you prefer, genes and environment.  this is the whole point of Boas's important studies on height; height is clearly highly heritable, but children of immigrants to the US had much higher average adult heights than their parents, presumably because of better nutrition in the US.  I believe nature is best understood as things that are indeed innate (present at birth) as long as we recognize that things that are present at birth genetically may manifest themselves over time.  How else are we to distinguish a physical feature like height (that heritable part of it) from physical features like scars  which appear later in life and do mark the body noticably, but which are clearly not ``natural?`` `",0
"  Dear Mav: Thanks, bro! God bless you!  Sincerely yours, *",0
On Google Vereenigde Oost-Indische Compagnie gets more hits than Vereenigde Oostindische Compagnie which is correct?,0
"`  That's true. I removed similar passages, which seem to me quite useless, from several other pages at around the same time. Some of those pages had formulaic intro texts that was was definitely biased: ``Please note that these people have been selected for this list because their notoriety was in some way due or connected to their Rastafarianism.`` I simply assumed this page did too. I still think what I deleted should go. Do you think it should stay?  `",0
"`  :Yes, thanks! I have implemented something similar on the test wiki just yet (instead of the ``enhanced recent changes``). Looks good, but the roll/unroll button doesn't work, partly because of bad Mozilla rendering (see ), partly because of my lousy JavaScript ;-) :If you know how to fix it, go ahead!  20:12 Jan 16, 2003 (UTC)`",0
"`This page is ridiculous.  The author throws in the words ``or other object``, and that should be most of the article.  Aircraft should perhaps be mentioned at most in a footnote if at all.    Mike Hardy`",0
"```2000's: The Jewish blood-libel myth continues to circulate among many Muslim countries.`` - this is the only stuff relevant to present day, though there's lots of historical blood libel content which makes it a good source on the history`",0
MarcusAurelius]]   Why exactly was this user banned? ,0
"There is no such thing as Christian religiocentrism. Come off it. Please stop making up words and writing articles on subjects which don't exist. Christians are not even an ethnic group!  If you want to write an article on pro-Christian bias, or pro-Christian theology, or pro-Christian antyhing, then come up with a specific idea, a title based on fact, and start writing content that refers to and relies on scholarship. ",0
"`  :Click on my ``Annoying Users`` link! I guess Massachusetts is a republic, then?  Defending facts against the lies of determined zealots seems to be a particular sticking-place for Wikipedia (   02:58 Feb 21, 2003 (UTC)`",1
"`  ¿Why do some people want to remove all facts about normal anatamy and function of the præpuce from the Encyclopædia?  ¿Why do people divide præpuce, clitoral hood, foreskin, prepuce, and praepuce into seperate articles when all of these words are just synomyms for the same thing?  We need not fear the truth:  ``And ye shall know the truth, and the truth shall make you free..``  (John 8:32)  If anyone wishes to write, this is my email-address:  ``?alabio``    07:28 Feb 25, 2003 (UTC)`",0
"The link to SGC Belfry Ted Nude-Gent is dead. Could someone update it to something relevant, perhaps an article on the subject? ",0
"Really, is it WIntel, this is, W(indows) + INTEL ??",0
`Where's the 24 defendants figure coming from? ``Nuremberg and Vietnam: An American Tragedy`` by Telford Taylor (U.S. Chief Counsel at Nuremberg) mentions 200.  `,0
"`  Am glad you have asserted we are all equal. That is the fundamental operationial requirement to be an open website where no ``community`` can exist to oblige others to do things their way. Also, I hate to break your heart, but 'no one has done a thing on listing the communes of France for quite some time. I did about 8-12 in the last day or so. Are you or others going to finish? Should I stop? .`",0
"Is it Gauss or Gauß? I still don't know, can someone with deep knowledge of German spellings please step in?  ",0
  I just save an awful lot -). - fonzy,0
  Iraq is not good  ===  ===  USA is bad   ,1
"  Perhaps it was possible to have dual citizenship, or as you said, maybe he switched back and forth multiple times.  But he certainly did serve as directory of Physics Institute at the Kaiser Wilhelm Society for the Advancement of Sciences from 1914 to 1933.  If he had no alligiance to Germany all that time, indeed it would seem odd (perhaps even unethical) to accept such a high ranking position for nearly 20 years, and enjoy all the benefits.  He certainly developed the bulk of his scientific achievements there.   03:58 Apr 5, 2003 (UTC)",0
"I moved this one off the page:  :A common misconception is that affirmative action is automatically synomous with benefits for minorities. However, majority groups have been afforded affirmative-action advantages, such as for the Fijians in Fiji, and the Malays in Malaysia.  That seems counter to the very definition of affirmative action.  By this criterion, the anti-Jewish laws in early Nazi Germany were affirmative action, as were the Catholic penal laws in England in the 18th century?",0
"`  :Excuse me, what ``name`` did I call you? `",0
"  ::Hmmmnnn... I'm not entirely sure about that definition in the Webopedia. I haven't got any Computer Science reference material to hand but I've certainly seen, for example, plenty of computer hardware manufacturers advertising XXGb hard drives and meaning Gigabyte. However, I can live with it - I'd better change the abbreviation I use in the DVD article which led me here. 15:54 Apr 8, 2003 (UTC)",0
"  20:52 Apr 12, 2003 (UTC)",0
"  Oh the joy of nutters! Anyway, I see the Rachel Corrie photomontage shrine is back. -(",0
"`  ``The WTC Towers were constructed almost entirely from steel coated in asbestos, and the attacks released dense clouds of dust into the air of Manhattan. Death usually follows asbestos inhalation only after fifteen years or more - so is possible that other victims of the attacks may die over the decades to come.`` I remember either the TV or newspaper specifically saying at the time that the WTC towers didn't contain asbestos, which account is incorrect?`",0
"  Wow! Quite long dispute. I know from specialist that former Iraqi president full name was Saddam Hussein at-Tikriti. (simplifying to western people first name, second name and surname). In mid-70's he resigned from at-Tikriti because many people used this name to help their careers (they called themselves at-Tikriti) and made call him just Saddam Hussein. This specialist (arabist from Poland) told that it is right to call former Iraqi president just Saddam because this is his name, Hussein and at-Tikriti are to help not to confuse him with other Saddam's.  15:54 Apr 21, 2003 (UTC)",0
"  Hi Mav, could you please look at the Irish Houses of Parliament. I put images to accompany my text on there. I know they are probably too big (I don't yet have the ability to shrink images yet -( ) but cropping them would cut off important bits of the image. Everyone seems very happy with the contents and images, but some browsers and screens may have problems due to their size. I trust you completely, having seen the standard of your work and would welcome any help you could give to make the images more screen-friendly. PS I hope no damage was done with that electrical storm. lol  22:59 May 10, 2003 (UTC)",0
"   Thanks for the response. I thought that it would be along the lines of your interests because we often work on similar scopes of articles. I wish that it were because you always contribute to scholarly articles, especially ones with a socio-economic and socio-political dimension lacking in so many others, like Industrial Revolution in its present form. I'd be really happy to see you do a little on accumulation, and I'd be very happy to integrate it with the rest of the text as well. That's exactly what the article needed anyway, namely an analysis of economic processes. ",0
"  : You're probably right about the modern Greek dictionary. I would extend the period under consideration to between the second century BC to the second century CE, so as to include usage at the time when the Septuagint was translated. But realistically speaking, it probably makes no difference at all to the usage of parthenos, or if it does matter a hair either way the references we have won't be that specific. ",0
"  :Given that she's one of the triumvirate of Imperial Governors-General of the Conquered Territories, that shouldn't be hard....  16:49 May 15, 2003 (UTC)",0
"  :I like a good mystery! I think I've localized this (Lavia -> Latvia helped), and cleaned up a bit of language, though I have as yet no verification that either the estate or the stone exists.   20:00 20 May 2003 (UTC)",0
" Oops. I'd never even noticed the move page link before. No, I'm not an admin. Only been here a month. It seems longer. -) Anyway, I'll bear it in mind next time, but I'll let you decide if it's worth doing what you suggest in this instance.  08:57 21 May 2003 (UTC)",0
  :I am not sure what you mean. Are you saying overpopulation is not an issue of housing or transporation?   15:53 21 May 2003 (UTC),0
"`  :You wrote: ``South Jersey... isn't that anything below Newark?. ...``... Now that's one I haven't heard yet.  My external site has a page devoted to this particular question.  I didn't take the northern extreme as far as Newark, but I did take the southern that way, because on the western of the two bridges that go over the Cape May Canal there is a sign in the dead center of the southbound side which shows a dividing line: the word ``Jersey`` in the middle, the word ``South on the left side and the word ``North`` on the right.  Very cute.  That makes South Jersey about 12 square miles.  00:21 25 May 2003 (UTC)`",0
"I think this page should include a reference to the important free Go-playing program GNU Go.  In the absence of Wikipedia pages describing Go++, Many Faces of Go and GNU Go, why not provide external links to pages describing these programs?",0
How is one to fix the problem with the Schopenhauer nested link? ,0
  ::I just had a phone conversation with Steve Ignorant and asked him if it's true that Pete Wright was ever with Trapeze in 1976 before Crass in 1977. He said 'yes' it's true that Pete Wright worked with Trapeze in 1976.  ,0
"Well, it looks like manga for me, has those big eyes ), is black-and-white, takes place in Japan and google (http://directory.google.com/Top/Arts/Comics/Manga/Independent/Online_Manga/) also thinks it's a manga. Taw ",0
"`  Corrected a couple of things: Social welfare policies most certainly don't ``mostly date to the 1980s``. It's difficult to tie them to any perticular decade.   There is not ``broad bipartisan support`` for the US alliance. There is broad support, yes, but also a long tradition of opposition. And the UK ties go back further and are still, perhaps, deeper. Then there is the trend to see Australia as part of Asia. And so on. This stuff should go back in, but suitably modified to reflect the actual mix of support - a task I don't feel like taking on tonight. Anyone game? `",0
"`  Heller is a good source.  Concerning the ``Irgun`` versus ``Lehi`` question you raise, the confusion is resolved thus: when Stern broke away from the ``Irgun Zvai Leumi`` (National Military Organization) he named his new organization ````Irgun Zvai Leumi be-Yisrael`` (National Military Organization in Israel).  This is the ``Irgun`` in his letter.  It was only after Stern's death that the name ``Lohamei Herut Yisrael`` (Fighters for the Freedom of Israel) was adopted.`",0
"    ===Deletion of a phrase ===  Last week, a one-time Anon, 218.170.11.195 commented on the difference between the old and new census on the number of Taiwanese of Chinese ancestry:  : The disparity in the numbers may be due to racism, the understanding in Han families that children belong to the man and the need by later governments to forge greater ethnic ties to China. [emphasis added]  How does patriarchy play a role? Is it implying that Han fathers married aborginal women, whose children they had were claimed by the father and deemed by society to be father's only? This reason is not obvious and whose validity I cannot prove. It requires some elaborate explanations, but then, if so, it'd not fit in the basic intro of Taiwan. Perhaps in better fitted in Census of Taiwan or Demographics of Taiwan. And it requires serious rephrase.    22:20 17 Jun 2003 (UTC)",0
  :His tone is interesting; I don't ever recall Jimbo ever giving him the authority to speak for Wikipedia. mav,0
"`    Another thought - is describing the word as a ``neologism`` superfluous, perhaps? I've always been an advocate of approaching writing a Wikipedia article as if everything you're writing about happened a thousand years ago and is ancient history, because it seems to me that's the proper style for an encyclopaedia, which is intended to be timeless and authoritative. ``Neologism`` is an inescapably relative word - *all* words are neologisms looked at from one perspective in time, soon after they are invented. (All the words Shakespeare invented would be neologisms if you lived in 1630, for instance). I sincerely hope this page will be around in some form in another hundred years, at which point homophobia will no longer be a neologism. I think it's probably sufficient simply to say when and by whom the term was coined. Comments? `",0
